GEOID,two_or_more_races_pop_10,other_pop_10,nhpi_pop_10,black_other_pop_10,black_nhpi_pop_10,asian_pop_10,white_black_nhpi_pop_10,amin_pop_10,black_asian_pop_10,black_amin_pop_10,white_black_asian_pop_10,black_pop_10,white_black_amin_pop_10,black_amin_other_pop_10,white_pop_10,white_other_pop_10,white_amin_asian_nhpi_pop_10,white_black_amin_nhpi_other_pop_10,white_black_other_pop_10,black_nhpi_other_pop_10,black_asian_nhpi_pop_10,white_black_amin_asian_other_pop_10,black_asian_other_pop_10,white_black_nhpi_other_pop_10,white_black_asian_nhpi_pop_10,white_black_asian_other_pop_10,white_black_amin_asian_nhpi_pop_10,white_black_amin_other_pop_10,amin_asian_nhpi_other_pop_10,five_races_pop_10,black_asian_nhpi_other_pop_10,black_amin_nhpi_other_pop_10,white_black_amin_asian_nhpi_other_pop_10,six_races_pop_10,black_amin_nhpi_pop_10,white_nhpi_pop_10,three_races_pop_10,one_race_pop_10,white_black_amin_nhpi_pop_10,nhpi_other_pop_10,black_amin_asian_pop_10,total_pop_10,white_asian_pop_10,white_nhpi_other_pop_10,white_black_amin_asian_pop_10,white_amin_pop_10,asian_other_pop_10,four_races_pop_10,black_amin_asian_other_pop_10,asian_nhpi_pop_10,white_asian_other_pop_10,white_black_pop_10,black_amin_asian_nhpi_pop_10,white_asian_nhpi_pop_10,asian_nhpi_other_pop_10,two_races_pop_10,amin_other_pop_10,black_amin_asian_nhpi_other_pop_10,amin_nhpi_other_pop_10,white_asian_nhpi_other_pop_10,amin_nhpi_pop_10,white_amin_other_pop_10,white_amin_nhpi_other_pop_10,white_amin_asian_nhpi_other_pop_10,white_amin_nhpi_pop_10,amin_asian_other_pop_10,amin_asian_pop_10,white_black_asian_nhpi_other_pop_10,amin_asian_nhpi_pop_10,white_amin_asian_other_pop_10,white_amin_asian_pop_10
13,207489,388872,6799,10248,1979,314467,235,32151,7918,11145,1913,2950435,7015,266,5787440,31576,81,4,1106,130,250,29,232,13,65,65,218,244,7,256,46,8,23,23,90,1962,14369,9480164,63,1091,329,9687653,29613,142,575,27198,5114,1272,19,1157,489,59398,32,779,54,191569,1802,0,40,36,157,464,5,0,78,55,1211,5,28,13,674
