GEOID,total_pop_acs5_23,total_vap_acs5_23,white_vap_acs5_23,black_vap_acs5_23,amin_vap_acs5_23,asian_vap_acs5_23,nhpi_vap_acs5_23,other_vap_acs5_23,two_or_more_races_vap_acs5_23,non_hispanic_white_vap_acs5_23,hispanic_vap_acs5_23,total_cvap_acs5_23,white_cvap_acs5_23,black_cvap_acs5_23,amin_cvap_acs5_23,asian_cvap_acs5_23,nhpi_cvap_acs5_23,other_cvap_acs5_23,two_or_more_races_cvap_acs5_23,non_hispanic_white_cvap_acs5_23,hispanic_cvap_acs5_23
13,10822590.0,8280518.0,4533738.0,2553253.0,29511.0,370277.0,5526.0,304001.0,484212.0,4351277.0,757755.0,7737190.0,4429990.0,2489289.0,17223.0,240582.0,4331.0,172158.0,383617.0,4304373.0,469539.0
