GEOID,total_pop_acs1_23,total_vap_acs1_23,white_vap_acs1_23,black_vap_acs1_23,amin_vap_acs1_23,asian_vap_acs1_23,nhpi_vap_acs1_23,other_vap_acs1_23,two_or_more_races_vap_acs1_23,non_hispanic_white_vap_acs1_23,hispanic_vap_acs1_23,total_cvap_acs1_23,white_cvap_acs1_23,black_cvap_acs1_23,amin_cvap_acs1_23,asian_cvap_acs1_23,nhpi_cvap_acs1_23,other_cvap_acs1_23,two_or_more_races_cvap_acs1_23,non_hispanic_white_cvap_acs1_23,hispanic_cvap_acs1_23
13,11029227.0,8494879.0,4474266.0,2588074.0,37942.0,397270.0,6070.0,371178.0,620079.0,4354538.0,814789.0,7917054.0,4406547.0,2524975.0,23137.0,266705.0,4481.0,200425.0,490784.0,4311705.0,493432.0
