GEOID,total_cvap_moe_acs5_23,white_cvap_moe_acs5_23,black_cvap_moe_acs5_23,amin_cvap_moe_acs5_23,asian_cvap_moe_acs5_23,nhpi_cvap_moe_acs5_23,other_cvap_moe_acs5_23,two_or_more_races_cvap_moe_acs5_23,non_hispanic_white_cvap_moe_acs5_23,hispanic_cvap_moe_acs5_23
13103,454.3335778918393,523.5016714395475,327.911573446257,80.01249902359005,93.24162160752032,130.98473193468007,245.76614901161633,472.6383395366906,452.7858213327798,305.3817283335727
13105,226.95814592122485,102.7861858422619,227.76962045013818,134.2497672251241,80.48602363143554,46.0,89.9166280506559,258.64454372748713,61.68468205316454,196.47646169452463
13107,142.51315728731856,159.2513736204495,209.54951682120387,73.64102117705865,53.58171329847526,54.0,38.13135192987524,234.80204428411605,155.05482901219168,68.19090848492928
13109,199.20592360670403,48.68264577855234,139.75335416368367,46.50806381693394,37.296112397943034,46.0,63.45864795282043,225.6634662500778,47.94788837894741,196.2804116563851
13111,367.58400400452683,349.43096600043907,114.00877159236477,54.506880299646575,54.38749856354859,54.0,147.56354563373705,166.89817254841347,347.27510708370676,95.39916142189091
13113,1000.724237739848,708.0508456318656,602.9800991740938,87.960218280766,305.8071287592884,154.4182631685773,515.7160071201979,581.8032313420063,659.5619758597368,458.53571289486274
13115,597.841116016622,348.3015934502741,306.6855066676611,130.09996156801893,147.9290370414139,105.68348972285122,419.1205077301754,449.84664053430475,196.94161571389628,516.4590980900617
13117,1662.5826295255222,1249.7059654174657,578.8013476141879,120.23726543796644,886.1501001523387,68.0,574.2699713549368,864.6982132513053,1190.3789312651666,762.4913114259074
13119,239.931240150173,176.30938715791623,121.11977542911809,47.738873049120045,74.91995728776145,54.0,80.59156283383516,158.11072069913538,135.47324459095236,147.38385257551113
13121,3927.883654081419,2942.4433724372675,2674.8177508009776,245.3854111392933,1358.147635568387,128.5496013218244,1328.0112951326882,1928.7379293206218,2636.0840274922953,1518.3738011438422
13123,363.363454408943,277.58782394046034,121.71277665060477,76.42643521714199,98.33107342035883,60.0,217.33154395991392,199.44422779313518,226.2675407565124,275.80065264607333
13125,37.589892258425,20.591260281974,50.556898639058154,28.0,28.0,28.0,28.0,38.58756276314948,20.591260281974,36.29049462324811
13127,645.4603008706267,525.5558961709021,318.93416248498687,72.6842486375143,209.69740103301234,97.73433378296492,301.16772735470846,433.48356370224695,487.9528665762709,333.5715815233666
13129,550.4189313604684,460.33466087184877,172.26723426119082,195.34584715319647,123.94353553130554,106.36728820459794,298.47780486997686,428.6607049870562,231.72181597769338,451.41112082003474
13131,227.5829519098476,175.6075169233937,73.65459931328118,58.677082408722406,54.0,54.0,162.32991098377403,111.63780721601441,73.23250644351864,206.92752354387272
13133,196.65960439297135,125.06398362438324,121.14041439585718,46.0,73.62064927722385,46.0,189.67867565965344,233.2659426491574,92.41753080449618,176.92371237344076
13135,4175.338429397071,2223.8055220724677,2934.2343123888386,351.3758671280656,1531.157405363668,336.40600470265093,2189.1080375349225,2276.8710986790625,1938.4006293849577,2605.6895440554695
13137,397.1813187953331,282.3225106150765,179.20100446147057,66.40030120413611,116.28843450661807,53.32916650389353,203.79892050744527,365.6377989212822,235.10848559760663,331.76497705454085
13139,1216.2951944326674,886.6329567526801,544.2719908281152,92.03260291874831,282.43583342061964,51.16639522186413,709.8901323444354,905.4810875992938,557.0978370089045,1029.2764448873781
13141,228.91483132379167,218.85383250014152,96.87620966986684,40.0,42.118879377305376,40.0,35.552777669262355,76.44605941446557,218.85383250014152,35.552777669262355
13143,223.72527796384566,166.8022781619004,139.64956140282,44.81071300481616,96.89685237405806,60.0,104.35516278555652,227.72351657218013,128.5457117137713,181.8378398463862
13145,287.2925338396388,198.21705274773913,134.7961423780369,46.84015371452148,66.34003316248794,60.0,191.799374347259,200.83077453418338,158.22452401571636,172.40649639732257
13147,159.66840639274884,155.63418647585112,177.14683175264523,50.86255990411808,61.862751312886175,54.0,110.5350623105628,224.86218001255793,133.07516672918354,130.28814220795383
13149,111.90174261377702,76.20367445208925,127.07478113300058,40.44749683231337,50.57667446560717,40.149719799769464,43.657759905886145,128.639029847088,50.15974481593781,87.21238444166057
13151,1645.1644294720209,1020.5150660328342,1438.7334707999255,132.2800060477773,510.78958485857953,71.18988692223074,629.511715538321,1007.4795283279954,723.7057413065064,717.7360238973657
13153,1075.901017752098,599.0442387670547,848.2028059373537,151.85848675658534,376.8222392587784,269.5125229001428,277.55179696770114,944.8608363140045,485.1556451284474,692.6499837580305
13155,149.98333240730452,167.6305461424021,88.10221336606703,40.0,39.50949253027682,40.0,89.62700485902673,91.91844211038392,44.181444068749045,146.29764181284673
13157,619.8298153525692,481.50597088717393,324.387114417327,82.00609733428362,175.5648028506853,61.87891401761993,293.7856361362822,443.09028425367217,343.2171324395098,436.033255612459
13159,158.60327865463563,152.83324245726124,102.55730105653132,40.0374824383352,51.09794516416487,46.0,108.36973747315253,122.73141407154078,152.83324245726124,92.20086767487604
13161,202.6079958935481,85.90692637965812,175.3054477191168,40.0374824383352,19.924858845171276,93.87225362161068,89.37001734362593,219.80900800467666,36.932370625238775,203.15265196398497
13163,175.13994404475525,104.01442207694085,105.19980988575978,40.28647415696737,50.37856687124,46.0,122.07784401765949,92.14119599831554,101.5036945140422,128.8642696793801
13165,403.1352130489223,384.8869964028403,358.9818936938185,35.156791662493895,35.79106033634656,40.0,40.50925820105819,120.77251342917394,384.16532899260966,111.93301568348814
13167,45.36518488885502,49.56813492557492,109.20164833920778,40.0,40.0,40.0,38.58756276314948,99.80981915623332,45.8257569495584,59.87486951969081
13169,189.11107846977131,152.620444239951,66.82065548915246,40.0374824383352,61.37589103222861,54.0,85.36392680752216,111.48094007497426,111.46748404803976,111.18003417880388
13171,194.7151766041877,234.00641016861056,325.54108803651803,41.32795663954365,53.777318638995006,46.0,41.7492514902962,230.85709865628996,101.85283501208987,227.59833039809408
13173,193.89172236070317,88.88756943465155,100.23472452199387,46.0,46.0,46.0,153.32318807016765,149.8365776437783,61.163714733492114,176.67484257811014
13175,244.48721847982156,166.16558007000125,104.58011283222064,48.30113870293329,155.67594547649293,60.0,125.69009507514902,121.99180300331658,122.91053657030385,150.61872393563823
13177,425.7992484727985,196.39246421387966,382.11516588588836,60.0,201.0696396774013,81.6639455328972,122.68659258452001,251.37422302217067,186.59581988887103,129.98846102635417
13179,571.2171215921315,348.9699127432048,566.1616376972216,87.61278445523804,153.6326788154135,57.56735185849702,322.91484945725244,517.0715617784448,310.26923792087416,321.3642792844283
13181,109.97272389097216,64.34283176858165,99.02019995940222,40.0,38.58756276314948,40.0,27.748873851023216,63.631753079732135,56.45352070508977,39.50949253027682
13183,267.44906057041965,185.49932614432862,298.61848569705126,43.86342439892262,49.27473997901968,51.088159097779204,265.5899094468764,309.66271974520924,132.89845747788047,187.79243861242125
13185,621.028984830821,440.33850615180137,374.54639232009697,143.98958295654586,236.48467180770933,110.31319050775387,299.6881712714067,481.53296875707275,331.0785405307931,383.22447729757556
13187,368.01222805771005,293.34109838207127,161.9845671661347,75.32595834106593,109.84079387914127,63.21392251711643,138.94243412291294,230.36926878383758,275.9673893778031,177.99157283422156
13189,212.52293993825703,119.52405615607262,208.42984431218096,54.0,63.20601237224193,54.0,101.00495037373169,131.43059004660978,74.82646590612174,102.90772565750348
13191,146.37622757811462,71.33722730804723,114.84772527133482,37.78888725538237,36.796738985948195,46.0,46.0,154.09737181405788,36.42801120017397,135.05184189784308
13193,102.64014809030625,89.23564310296643,95.04735661763561,40.33608806019741,57.91372894228103,46.0,47.52893855326458,77.09085548883213,46.0,92.97311439335567
13195,244.80604567698077,190.10786411929413,108.49884792015075,50.60632371551998,110.00909053346456,60.0,195.66808630944394,203.36912253338755,172.11042966653707,190.2656038279121
13197,100.00499987500625,67.86015030929418,155.0129026887762,38.47076812334269,40.0,40.0,64.389440128021,140.63783274780653,57.73214009544424,66.97014260101288
13199,217.18425357285918,92.27133899537819,98.76234100101111,53.028294334251406,59.61543424315552,50.1098792654702,65.40642170307133,235.93007438645884,54.12947441089743,201.2212712413874
13201,87.2639673633969,38.31448812133603,74.46475676452586,48.83646178829912,27.49545416973504,37.36308338453881,38.58756276314948,77.80745465570763,38.31448812133603,72.24956747275377
13205,185.51549800488368,78.9430174239622,149.61951744341377,44.40720662234904,39.11521443121589,54.0,136.44779221372548,70.02142529254886,71.91661838546081,131.0915710486376
13207,218.87210877587853,160.36209028320877,121.4495780149112,64.03124237432849,139.7497763862254,54.0,82.48030067840442,171.04970037974343,139.8713694792469,98.03060746521976
13209,164.61773901982738,64.51356446515724,176.43412368360038,42.14261501141095,39.50949253027682,40.0,82.15838362577492,137.40451229854133,26.40075756488817,111.32834320154055
13211,146.42745644174798,118.80235687897779,89.45948803788227,54.0,33.91164991562634,54.0,60.77005841695399,143.13280546401654,108.41586599755591,106.1178590059185
13213,363.7938976948349,366.9931879476784,81.36952746575342,64.1404708432983,89.05054744357274,137.00364958642524,186.51541491254818,326.4199748789893,234.12389882282415,308.30828727103653
13215,848.9216689424296,723.5834437022451,682.1488107444005,89.56561840349231,296.22120113185684,89.59910713840847,507.74206049922634,760.8376962269942,579.1528295709173,573.0916157125316
13217,1050.3494656541698,378.39265320563504,871.0149252452567,70.63285354564121,193.53810994220234,68.0,373.1876203734524,620.185456133889,322.7847580044634,586.6412873298299
13219,476.1743378217688,369.0650349193215,309.50767357207803,95.13148795220224,156.48003067484362,62.0966987850401,179.98888854593218,297.86070569982877,351.3545218152173,223.3741256278354
13221,154.50889942006577,101.80864403379509,126.49901185384809,52.373657500693994,42.82522621072771,42.930175867331364,86.73522929006414,152.64992630198026,42.261093218230876,127.1770419533337
13223,1379.5205688934109,844.6372002226755,1242.1231822971504,138.6542462386205,224.26100864840504,137.27344972717776,377.66254778571835,918.6854739245636,760.5498011307346,601.8754023882352
13225,317.5279515255311,205.45072401916718,158.94024034208581,91.04394543296111,59.28743543112655,70.44856279584417,110.34038245356956,205.12191496766016,160.14056325615942,234.0213665458776
13227,252.87744067037693,225.02888703453164,93.68564457802486,56.42694391866354,58.93216439263028,57.66281297335398,79.47955712005447,246.9534369066363,198.37842624640413,137.58633653092156
13229,170.57842770995398,154.31137352768266,92.32009532057471,37.296112397943034,46.0,46.0,46.0,216.60563242907605,132.4764129949177,142.41839768793918
13231,140.70181235506527,150.56892109595526,53.693575034635195,40.44749683231337,47.30750469005948,46.0,70.52659073002182,60.55575942881073,141.7533068397348,46.71188285650665
13233,525.8117533870843,330.44364118560367,264.39364591457183,54.67174773134658,161.43109985377663,60.0,270.35347232835755,355.45182514653095,240.04166305039632,412.40999017967545
13235,388.0605622837755,336.066957614104,316.33842637276933,36.05551275463989,63.97655820689325,40.0,38.58756276314948,109.5171219490359,334.07484191420343,83.34266614405853
13237,367.7866229214978,271.69468158210236,237.0759372015642,54.0,87.97726979169109,60.975404877704584,132.52546925025393,266.84077649414826,213.45257084420416,274.2571785751469
13239,260.9635989941892,147.59065011036438,254.83524089105103,28.0,28.0,28.0,28.0,38.39270764090493,147.97972834141845,29.546573405388315
13241,224.69979973288807,94.81033698917012,90.12768719988325,41.32795663954365,40.28647415696737,46.0,134.60312032044428,161.5239920259526,86.09878047916823,188.13027401245128
13243,277.0559510279467,208.90428430264421,316.507503860493,40.0,40.0,40.0,54.08326913195984,60.43177971895251,204.10781464706344,65.98484674529449
13245,1009.0480662485807,635.4950825930913,952.6247949743907,107.52674086012279,241.43114960584518,118.34694757364889,750.335258401203,856.283831448428,496.89636746508825,404.2981573047297
13247,1066.8664396258794,421.8186814260364,1003.6179552000851,97.35502041497398,239.92915621074485,68.0,465.54591610280505,637.2621124780603,293.82647940578806,495.07777166825014
13249,234.30535631948322,240.60756430336932,202.41047403728888,28.0,28.0,28.0,36.29049462324811,81.6333265278342,238.84304469672128,70.35623639735144
13251,65.49809157525127,59.841457201508724,152.74161188098023,40.44749683231337,46.0,46.0,46.0,168.6920270789346,47.7283982551269,50.1398045468867
13253,92.02173656261873,92.80624978954812,49.28488612140643,37.36308338453881,42.14261501141095,40.0,35.0,45.89117562233506,36.66060555964672,83.79140767405688
13255,521.1151504226298,421.91231316471436,353.5463194547498,75.9473501841901,127.7614965472775,63.592452382338585,261.71549438273615,416.6401324884582,351.6304878704348,283.93132972604485
13257,231.4260140952179,178.60851043553328,113.67937367878132,50.813384063650005,92.16832427683602,54.0,103.55674772799695,160.822883943797,148.55975228843107,150.56227947264878
13259,380.1802204218415,79.8060148109151,343.4020966738555,35.552777669262355,28.0,28.0,28.0,97.16480844420988,28.879058156387302,73.08214556237385
13261,223.72527796384566,171.12276295104635,295.8073697526821,62.153036933041335,88.61715409558128,90.08884503644167,93.98936110007345,328.90272118059465,109.81347822558031,175.524927004685
13263,20.8806130178211,28.844410203711913,84.2852300228219,34.87119154832539,40.0,40.0,49.15282290977803,73.7563556583431,21.37755832643195,52.91502622129181
13265,197.6891499298836,108.82095386459356,172.2498185775532,28.0,24.43358344574123,25.534290669607408,47.56048780237646,57.28874234961002,107.63828315241747,23.769728648009426
13267,169.0266251216062,142.9475428260311,183.44481459011044,54.01851534427802,45.28796749689701,54.0,138.8632420765121,213.86210510513544,114.03069762129844,113.14592347937243
13269,161.02173766296275,110.8692924122816,87.65842800324451,36.05551275463989,73.65459931328118,40.0,35.34119409414458,44.74371464239419,110.8692924122816,35.156791662493895
13271,280.9875442079239,152.78088885721277,149.5827530165159,40.0374824383352,44.57577817604534,46.0,40.84115571332428,219.69751933055593,37.22902093797257,275.5685032800374
13273,60.32412452742269,34.20526275297414,52.01922721455981,40.0,49.20365840057018,34.77067730142742,38.43175770115127,45.36518488885502,34.20526275297414,41.340053217188775
13275,360.1416388034019,179.02513789968157,297.99496640044106,73.10950690573696,94.91575211733824,60.0,102.48902380255166,228.92356803090414,114.47707194019246,191.50456913609136
13277,340.5436829541843,284.6014757516201,207.2607053929905,78.65112840894274,86.89649014776144,52.0,200.77350422802309,326.1717339071551,170.17344093600505,290.81781238431734
13279,260.21145247663486,205.4555913086816,229.49509798686333,98.32598842625484,76.3347889235308,54.0,103.0970416646375,310.19671178141135,152.9803909002719,218.36208462093413
13281,120.82218339361361,85.19976525789258,82.48636250920512,40.33608806019741,33.45145736735546,40.84115571332428,46.021733996015406,86.96551040498757,81.13568881817667,61.99193495931547
13283,297.80698447148615,260.63192436844724,222.21836107756712,29.664793948382652,40.0,40.0,40.0,140.7764184798008,258.58074174230376,49.95998398718719
13285,346.1228105745127,268.9200624721034,248.1854145593572,55.96427431853289,191.57766049307523,59.57348403442592,197.1801207018598,289.1297286686376,219.1483515794723,229.49291928074817
13287,124.36237373096414,52.754146756439916,112.42775458044157,41.58124577258358,40.0,40.0,107.9166344916297,104.04326023342406,34.77067730142742,114.35471131527551
13289,63.89053137985315,58.974570791146924,133.26664999166147,51.234753829797995,27.94637722496424,40.0,57.584720195551874,104.4030650891055,57.584720195551874,36.30426972134269
13291,258.4550251010802,217.8325044615702,83.99404740813482,42.7551166528639,49.42671342502959,54.0,80.88881257627658,164.16759729008646,193.19161472486326,116.68333214302719
13293,213.2252330283637,177.14400921284354,236.67488248650298,40.34848200366403,73.83765976789893,45.42025979670306,49.06118628814432,193.25630649476875,101.12863096077193,140.32818676231798
13295,275.57031770493717,247.24481794367298,228.72909740564273,89.58794561770016,148.94965592440957,64.37390775772433,176.4822937294277,278.45645979219086,174.40756864310677,133.49157276772192
13297,744.6522678405001,442.90405281505383,582.3392482050303,53.38539126015655,135.99264686004167,73.48469228349535,217.99770640995285,359.3549777031063,359.12393403949005,313.4916266824363
13299,233.4566340886461,129.24782396620841,150.31300675590253,57.19265687131522,86.24384035976135,44.74371464239419,105.00476179678711,200.214884561563,96.22369770487933,173.93102080997514
13301,39.83716857408418,52.91502622129181,82.25569889071517,40.0,43.9203825119955,40.0,40.0,65.92419889539804,35.156791662493895,56.15158056546583
13303,112.90704141017954,78.32624081366346,84.73488065725944,49.35585071701227,43.197222132910355,46.0,58.86425061104575,102.50853622991599,49.24428900898052,91.4603739331958
13305,224.8132558369279,145.46820958546235,148.4688519521856,48.38388161361178,69.2314957226839,60.0,193.90203712184152,211.00947846009194,77.92945527847606,164.2498097411379
13307,226.74214429611447,207.14729059294982,194.0154633012534,28.0,28.0,28.0,28.0,66.007575322837,198.5094456190939,54.67174773134658
13309,58.45511098270193,64.29618962271404,59.88321968631947,41.036569057366385,40.0,40.0,55.00909015790027,49.42671342502959,33.25657829663178,56.859475903318
13311,259.15439413600535,255.401644473954,133.2216198670471,50.15974481593781,52.24940191045253,54.0,184.44782460088814,167.7110610544218,243.59597697827442,109.43491216243562
13313,1138.6193393755439,802.2200446261612,207.5837180512961,231.56208670678367,141.124058898545,62.52199612936234,823.007290368682,719.5262330172542,200.8183258569795,1103.9827897209268
13315,47.738873049120045,39.319206502675,65.74952471311104,35.156791662493895,40.0,34.698703145794944,37.749172176353746,73.38937252763509,36.359317925395686,44.429719783046124
13317,113.36225121265015,64.70703207534712,80.72793816269557,47.634021455258214,40.0,40.0,71.02112361825881,97.29337079164233,42.91852746774987,109.84989758757175
13319,95.83840566286565,63.28506932918696,53.95368384086484,34.698703145794944,34.698703145794944,40.0,94.69952481401371,88.14760348415605,59.07622195096772,97.57048734120374
13321,175.04856468991684,134.19016357393713,228.06797232404202,86.17424209124209,29.546573405388315,47.031904065219386,96.0937042682818,235.32530675641326,120.3287164395931,134.97407158413796
