county_name,precinct_name,election_1,election_2,assignment
Clearwater,Eddy Twp,38,119,0
Clearwater,Falk Twp,32,78,0
Clearwater,Gonvick,39,96,0
Clearwater,Greenwood Twp,7,34,0
Clearwater,Hangaard Twp,0,2,0
Clearwater,Red Lake Reservation,4,3,0
Clearwater,Holst Twp,37,141,0
Clearwater,Itasca Twp,28,55,0
Clearwater,La Prairie Twp,78,30,0
Clearwater,Leon Twp,36,166,0
Clearwater,Leonard,6,11,0
Clearwater,Minerva Twp,34,99,0
Clearwater,Moose Creek Twp,51,94,0
Clearwater,Nora Twp,49,180,0
Clearwater,Pine Lake Twp,52,129,0
Clearwater,Popple Twp,76,189,0
Clearwater,Rice Twp,13,47,0
Clearwater,Shevlin,15,50,0
Clearwater,Shevlin Twp,38,207,0
Clearwater,Sinclair Twp,19,64,0
Clearwater,Winsor Twp,16,41,0
Clearwater,South Clearwater 143-36,0,5,0
Clearwater,Long Lost Lake Twp,12,22,0
Cook,Colvill P-3,105,53,0
Cook,Grand Marais East P-5,244,128,0
Cook,Grand Marais West P-6,233,114,0
Cook,Grand Portage P-1,106,50,0
Cook,Hovland P-2,106,88,0
Cook,Cascade P-7,193,132,0
Cook,Lutsen Twp P-10,184,107,0
Cook,Gunflint Trail P-8,171,119,0
Cook,Schroeder Twp P-12,63,49,0
Cook,Tofte Twp P-11,98,52,0
Cook,Croftville P-4,89,44,0
Cook,Pike Lake P-9,85,34,0
Cook,Maple Hill P-8A,235,186,0
Cottonwood,Amboy Twp,17,64,0
Cottonwood,Amo Twp,16,62,0
Cottonwood,Ann Twp,32,59,0
Cottonwood,Bingham Lake,12,53,0
Cottonwood,Carson Twp,26,135,0
Cottonwood,Comfrey,1,4,0
Cottonwood,Dale Twp,35,49,0
Cottonwood,Delton Twp,9,52,0
Cottonwood,Germantown Twp P-1,6,54,0
Cottonwood,Germantown Twp P-2,4,44,0
Cottonwood,Great Bend Twp,53,130,0
Cottonwood,Highwater Twp,21,71,0
Cottonwood,Jeffers,44,90,0
Cottonwood,Lakeside Twp,32,112,0
Cottonwood,Midway Twp,37,113,0
Cottonwood,Mountain Lake,249,590,0
Cottonwood,Mountain Lake Twp,17,99,0
Cottonwood,Rosehill Twp,24,56,0
Cottonwood,Selma Twp,17,79,0
Cottonwood,Southbrook Twp,13,29,0
Cottonwood,Springfield Twp,22,51,0
Cottonwood,Storden,44,75,0
Cottonwood,Storden Twp,12,88,0
Cottonwood,Westbrook,135,199,0
Cottonwood,Westbrook Twp,39,92,0
Cottonwood,Windom W-1 P-1,182,322,0
Cottonwood,Windom W-1 P-2,265,405,0
Cottonwood,Windom W-2 P-1,138,257,0
Cottonwood,Windom W-2 P-2,176,245,0
Crow Wing,Baxter P-1 East,619,1054,0
Crow Wing,Baxter P-1 West,382,610,0
Crow Wing,Baxter P-2 East,370,619,0
Crow Wing,Baxter P-2 West,288,550,0
Crow Wing,Bay Lake Twp,223,401,0
Crow Wing,Brainerd W-1 P-1,235,312,0
Crow Wing,Brainerd W-1 P-2,372,584,0
Crow Wing,Brainerd W-2 P-1,231,426,0
Crow Wing,Brainerd W-2 P-2,269,289,0
Crow Wing,Brainerd W-3 P-1,196,355,0
Crow Wing,Brainerd W-3 P-2,283,435,0
Crow Wing,Brainerd W-3 P-3,4,1,0
Crow Wing,Brainerd W-4 P-1,233,464,0
Crow Wing,Brainerd W-4 P-2,209,328,0
Crow Wing,Breezy Point,419,969,0
Crow Wing,Center Twp,174,385,0
Crow Wing,Crosby P-1,277,391,0
Crow Wing,Crosby P-2,142,215,0
Crow Wing,Crosslake P-1,238,604,0
Crow Wing,Crosslake P-2,227,454,0
Crow Wing,Crow Wing Twp P-1,259,716,0
Crow Wing,Crow Wing Twp P-2,1,7,0
Crow Wing,Cuyuna,54,87,0
Crow Wing,Daggett Brook Twp,52,234,0
Crow Wing,White Precinct,244,647,0
Crow Wing,Dean Lake Prec,17,37,0
Crow Wing,Deerwood,71,136,0
Crow Wing,Deerwood Twp,296,525,0
Crow Wing,Emily,143,367,0
Crow Wing,Fairfield Twp,72,125,0
Crow Wing,Fifty Lakes,82,217,0
Crow Wing,Fort Ripley,4,27,0
Crow Wing,Fort Ripley Twp,118,381,0
Crow Wing,Gail Lake Twp,2,37,0
Crow Wing,Garrison,26,54,0
Crow Wing,Garrison Twp,193,335,0
Crow Wing,Ideal Twp,214,544,0
Crow Wing,Irondale Twp,169,448,0
Crow Wing,Riverton,24,24,0
Crow Wing,Ironton,104,151,0
Crow Wing,Jenkins,42,129,0
Crow Wing,Jenkins Twp,60,193,0
Crow Wing,Blue Precinct,384,847,0
Crow Wing,Lake Edward Twp,371,895,0
Crow Wing,Little Pine Twp,10,18,0
Crow Wing,Long Lake Twp,184,429,0
Crow Wing,Manhattan Beach,11,27,0
Crow Wing,Maple Grove Twp,98,313,0
Crow Wing,Mission Twp,162,352,0
Crow Wing,Nisswa,432,811,0
Crow Wing,Nokay Lake Twp,143,335,0
Crow Wing,Oak Lawn Twp,293,624,0
Crow Wing,Pelican Twp,73,226,0
Crow Wing,Pequot Lakes,352,749,0
Crow Wing,Perry Lake Twp,43,135,0
Crow Wing,Platte Lake Twp,26,125,0
Crow Wing,Rabbit Lake Twp,64,133,0
Crow Wing,Roosevelt Twp,92,215,0
Crow Wing,Ross Lake Twp,53,63,0
Crow Wing,Saint Mathias Twp,82,241,0
Crow Wing,Timothy Twp,27,67,0
Crow Wing,Trommald,17,23,0
Crow Wing,Wolford Twp,86,133,0
Crow Wing,Red Precinct,341,659,0
Dakota,Apple Valley P-1,712,712,0
Dakota,Apple Valley P-2,806,685,0
Dakota,Apple Valley P-3,766,593,0
Dakota,Apple Valley P-4,910,700,0
Dakota,Apple Valley P-5A,835,720,0
Dakota,Apple Valley P-5B,1265,1096,0
Dakota,Apple Valley P-6,646,465,0
Dakota,Apple Valley P-7,1113,794,0
Dakota,Apple Valley P-8,1076,844,0
Dakota,Apple Valley P-9,928,851,0
Dakota,Apple Valley P-10,1005,708,0
Dakota,Apple Valley P-11,1023,870,0
Dakota,Apple Valley P-12,1109,914,0
Dakota,Apple Valley P-13,990,687,0
Dakota,Apple Valley P-14,1080,759,0
Dakota,Apple Valley P-15,755,526,0
Dakota,Burnsville P-1,1121,889,0
Dakota,Burnsville P-2,890,629,0
Dakota,Burnsville P-3,855,641,0
Dakota,Burnsville P-4,1093,885,0
Dakota,Burnsville P-5,859,385,0
Dakota,Burnsville P-6,1060,731,0
Dakota,Burnsville P-7,822,716,0
Dakota,Burnsville P-8,1407,1113,0
Dakota,Burnsville P-9,688,616,0
Dakota,Burnsville P-10,1078,865,0
Dakota,Burnsville P-11,961,853,0
Dakota,Burnsville P-12,880,597,0
Dakota,Burnsville P-13,1175,801,0
Dakota,Burnsville P-14,1090,785,0
Dakota,Burnsville P-15,1100,959,0
Dakota,Burnsville P-16,1012,913,0
Dakota,Burnsville P-17,742,633,0
Dakota,Castle Rock Twp,228,523,0
Dakota,Coates,20,43,0
Dakota,Douglas Twp,18,12,0
Dakota,Eagan P-1,374,314,0
Dakota,Eagan P-2,1371,841,0
Dakota,Eagan P-3,1014,641,0
Dakota,Eagan P-4,1181,807,0
Dakota,Eagan P-5A,1367,908,0
Dakota,Eagan P-5B,1072,768,0
Dakota,Eagan P-6A,1016,572,0
Dakota,Eagan P-6B,1365,861,0
Dakota,Eagan P-7,1446,963,0
Dakota,Eagan P-8,1247,923,0
Dakota,Eagan P-9A,1332,865,0
Dakota,Eagan P-9B,524,434,0
Dakota,Eagan P-10,826,507,0
Dakota,Eagan P-11,728,467,0
Dakota,Eagan P-12,655,436,0
Dakota,Eagan P-13,1302,825,0
Dakota,Eagan P-14,877,672,0
Dakota,Eagan P-15,858,601,0
Dakota,Eagan P-16,1141,908,0
Dakota,Eagan P-17,934,664,0
Dakota,Empire Twp,509,938,0
Dakota,Eureka Twp,228,607,0
Dakota,Farmington P-1,344,525,0
Dakota,Farmington P-2,784,1167,0
Dakota,Farmington P-3,656,1002,0
Dakota,Farmington P-4,914,1411,0
Dakota,Farmington P-5,803,1131,0
Dakota,Farmington P-6,660,942,0
Dakota,Greenvale Twp,169,278,0
Dakota,Hampton,87,228,0
Dakota,Hampton Twp,140,354,0
Dakota,Hastings W-1 P-2,561,726,0
Dakota,Hastings W-1 P-3,541,791,0
Dakota,Hastings W-2 P-1,563,631,0
Dakota,Hastings W-2 P-2,651,741,0
Dakota,Hastings W-3 P-1,717,746,0
Dakota,Hastings W-3 P-2,617,730,0
Dakota,Hastings W-4 P-1,651,872,0
Dakota,Hastings W-4 P-2,568,709,0
Dakota,Inver Grove Heights P-1,888,913,0
Dakota,Inver Grove Heights P-2,848,920,0
Dakota,Inver Grove Heights P-3,982,1060,0
Dakota,Inver Grove Heights P-4,1170,953,0
Dakota,Inver Grove Heights P-5,1059,899,0
Dakota,Inver Grove Heights P-6,853,779,0
Dakota,Inver Grove Heights P-7,772,810,0
Dakota,Inver Grove Heights P-8,1023,772,0
Dakota,Inver Grove Heights P-9,834,417,0
Dakota,Inver Grove Heights P-10,925,632,0
Dakota,Lakeville P-1,829,966,0
Dakota,Lakeville P-2,1068,1397,0
Dakota,Lakeville P-3,686,1034,0
Dakota,Lakeville P-4,730,1003,0
Dakota,Lakeville P-5,716,959,0
Dakota,Lakeville P-6,644,926,0
Dakota,Lakeville P-7,672,1002,0
Dakota,Lakeville P-8,704,859,0
Dakota,Lakeville P-9,694,899,0
Dakota,Lakeville P-10,704,1010,0
Dakota,Lakeville P-11,929,1113,0
Dakota,Lakeville P-12,838,1010,0
Dakota,Lakeville P-13,752,902,0
Dakota,Lakeville P-14,756,924,0
Dakota,Lakeville P-15,792,1012,0
Dakota,Lakeville P-16,1169,1437,0
Dakota,Lakeville P-17,884,1120,0
Dakota,Lilydale,434,272,0
Dakota,Marshan Twp,236,452,0
Dakota,Mendota,55,49,0
Dakota,Mendota Heights P-1,999,645,0
Dakota,Mendota Heights P-2,820,649,0
Dakota,Mendota Heights P-3,1030,583,0
Dakota,Mendota Heights P-4,691,436,0
Dakota,Mendota Heights P-5,842,558,0
Dakota,Miesville,23,45,0
Dakota,New Trier,7,25,0
Dakota,Nininger Twp,183,308,0
Dakota,Northfield W-3 P-2,478,221,0
Dakota,Randolph,71,156,0
Dakota,Randolph Twp,127,283,0
Dakota,Ravenna Twp,496,862,0
Dakota,Rosemount P-1,1207,1093,0
Dakota,Rosemount P-2,855,956,0
Dakota,Rosemount P-3,1004,1135,0
Dakota,Rosemount P-4,653,626,0
Dakota,Rosemount P-5,592,603,0
Dakota,Rosemount P-6,700,681,0
Dakota,Rosemount P-7,1048,969,0
Dakota,Sciota Twp,76,161,0
Dakota,South Saint Paul P-1,1264,861,0
Dakota,South Saint Paul P-2,775,575,0
Dakota,South Saint Paul P-3,1354,1019,0
Dakota,South Saint Paul P-4,379,168,0
Dakota,South Saint Paul P-5,1531,1173,0
Dakota,Sunfish Lake,166,163,0
Dakota,Vermillion,96,163,0
Dakota,Vermillion Twp,190,479,0
Dakota,Waterford Twp,121,181,0
Dakota,West Saint Paul W-1 P-1,1115,659,0
Dakota,West Saint Paul W-1 P-2,657,304,0
Dakota,West Saint Paul W-2 P-1,1387,700,0
Dakota,West Saint Paul W-2 P-2,758,328,0
Dakota,West Saint Paul W-3 P-1,954,501,0
Dakota,West Saint Paul W-3 P-2,1277,794,0
Dodge,Ashland Twp,43,133,0
Dodge,Byron P-2,0,0,0
Dodge,Canisteo Twp,99,268,0
Dodge,Claremont,50,121,0
Dodge,Claremont Twp,58,151,0
Dodge,Concord Twp,86,226,0
Dodge,Dodge Center P-1,261,541,0
Dodge,Dodge Center P-2,77,182,0
Dodge,Ellington Twp,27,110,0
Dodge,Hayfield,221,309,0
Dodge,Hayfield Twp,68,180,0
Dodge,Kasson P-1,77,154,0
Dodge,Kasson P-2,768,1368,0
Dodge,Kasson P-3,182,361,0
Dodge,Mantorville,192,388,0
Dodge,Mantorville Twp,349,666,0
Dodge,Milton Twp,121,281,0
Dodge,Ripley Twp,11,84,0
Dodge,Vernon Twp,116,244,0
Dodge,Wasioja Twp,115,350,0
Dodge,West Concord,119,244,0
Dodge,Westfield Twp,62,166,0
Douglas,Alexandria W-1 P-1,82,162,0
Douglas,Alexandria W-1 P-2,495,877,0
Douglas,Alexandria W-2,408,904,0
Douglas,Alexandria W-3,528,906,0
Douglas,Alexandria W-4,437,774,0
Douglas,Alexandria W-5 P-1,28,79,0
Douglas,Alexandria W-5 P-2,353,544,0
Douglas,Alexandria Twp,432,1168,0
Douglas,Belle River Twp,48,157,0
Douglas,Brandon,75,166,0
Douglas,Brandon Twp,118,345,0
Douglas,Carlos,68,192,0
Douglas,Carlos Twp,390,969,0
Douglas,Evansville,85,192,0
Douglas,Evansville Twp,25,112,0
Douglas,Forada,28,63,0
Douglas,Garfield,46,94,0
Douglas,Holmes City Twp,153,344,0
Douglas,Hudson Twp,126,398,0
Douglas,Ida Twp,247,585,0
Douglas,Kensington,40,96,0
Douglas,La Grand Twp,813,1701,0
Douglas,Lake Mary Twp,171,461,0
Douglas,Leaf Valley Twp,77,204,0
Douglas,Lund Twp,55,131,0
Douglas,Millerville,14,30,0
Douglas,Millerville Twp,36,149,0
Douglas,Miltona,55,142,0
Douglas,Miltona Twp,187,352,0
Douglas,Moe Twp,143,319,0
Douglas,Nelson,27,62,0
Douglas,Orange Twp,30,157,0
Douglas,Osakis,211,476,0
Douglas,Osakis Twp,74,275,0
Douglas,Solem Twp,34,91,0
Douglas,Spruce Hill Twp,42,184,0
Douglas,Urness Twp,46,105,0
Faribault,Barber Twp,36,101,0
Faribault,Blue Earth W-1,188,292,0
Faribault,Blue Earth W-2,198,354,0
Faribault,Blue Earth W-3,125,297,0
Faribault,Blue Earth City Twp,58,158,0
Faribault,Bricelyn,64,91,0
Faribault,Brush Creek Twp,26,91,0
Faribault,Clark Twp,33,116,0
Faribault,Delavan,23,55,0
Faribault,Delavan Twp,36,122,0
Faribault,Dunbar Twp,24,108,0
Faribault,Easton,35,73,0
Faribault,Elmore,65,150,0
Faribault,Elmore Twp,30,80,0
Faribault,Emerald Twp,20,107,0
Faribault,Foster Twp,40,111,0
Faribault,Frost,30,62,0
Faribault,Jo Daviess Twp,41,84,0
Faribault,Kiester,141,104,0
Faribault,Kiester Twp,49,76,0
Faribault,Lura Twp,23,64,0
Faribault,Minnesota Lake,105,214,0
Faribault,Minnesota Lake Twp,21,73,0
Faribault,Pilot Grove Twp,11,70,0
Faribault,Prescott Twp,20,79,0
Faribault,Rome Twp,14,63,0
Faribault,Seely Twp,35,75,0
Faribault,Verona Twp,51,157,0
Faribault,Walnut Lake Twp,24,84,0
Faribault,Walters,9,19,0
Faribault,Wells,383,635,0
Faribault,Winnebago,174,415,0
Faribault,Winnebago Twp,21,79,0
Fillmore,Amherst Twp,62,75,0
Fillmore,Arendahl Twp,53,129,0
Fillmore,Beaver Twp,41,96,0
Fillmore,Bloomfield Twp,53,137,0
Fillmore,Bristol Twp,52,81,0
Fillmore,Canton,57,93,0
Fillmore,Canton Twp,59,82,0
Fillmore,Carimona Twp,56,109,0
Fillmore,Carrolton Twp,85,118,0
Fillmore,Chatfield,317,432,0
Fillmore,Chatfield Twp,114,183,0
Fillmore,Fillmore Twp,59,196,0
Fillmore,Forestville Twp,53,153,0
Fillmore,Fountain,70,128,0
Fillmore,Fountain Twp,52,117,0
Fillmore,Harmony,233,281,0
Fillmore,Harmony Twp,60,102,0
Fillmore,Holt Twp,60,84,0
Fillmore,Jordan Twp,47,157,0
Fillmore,Lanesboro,271,173,0
Fillmore,Mabel,165,152,0
Fillmore,Newburg Twp,75,130,0
Fillmore,Norway Twp,84,91,0
Fillmore,Ostrander,35,68,0
Fillmore,Peterson,47,71,0
Fillmore,Pilot Mound Twp,76,113,0
Fillmore,Preble Twp,46,45,0
Fillmore,Preston,279,332,0
Fillmore,Preston Twp,45,93,0
Fillmore,Rushford,335,524,0
Fillmore,Rushford Village,161,314,0
Fillmore,Spring Valley,366,750,0
Fillmore,Spring Valley Twp,94,192,0
Fillmore,Sumner Twp,76,188,0
Fillmore,Whalan,23,15,0
Fillmore,Wykoff,61,154,0
Fillmore,York Twp,50,113,0
Freeborn,Albert Lea W-1 P-1,853,1017,0
Freeborn,Albert Lea W-2 P-1,515,594,0
Freeborn,Albert Lea W-3 P-1,671,832,0
Freeborn,Albert Lea W-4 P-1,661,835,0
Freeborn,Albert Lea W-5 P-1,490,434,0
Freeborn,Albert Lea W-6 P-1,467,604,0
Freeborn,Albert Lea Twp P-1,142,211,0
Freeborn,Albert Lea Twp P-2,2,8,0
Freeborn,Alden,119,203,0
Freeborn,Alden Twp,51,117,0
Freeborn,Bancroft Twp,200,361,0
Freeborn,Bath Twp,75,161,0
Freeborn,Carlston Twp,51,117,0
Freeborn,Clarks Grove,101,209,0
Freeborn,Conger,32,42,0
Freeborn,Emmons,76,102,0
Freeborn,Freeborn,43,95,0
Freeborn,Freeborn Twp,43,89,0
Freeborn,Freeman Twp,96,166,0
Freeborn,Geneva,90,191,0
Freeborn,Geneva Twp,74,160,0
Freeborn,Glenville,135,192,0
Freeborn,Hartland,44,128,0
Freeborn,Hartland Twp,46,104,0
Freeborn,Hayward,50,75,0
Freeborn,Hayward Twp,63,154,0
Freeborn,Hollandale,31,114,0
Freeborn,London Twp,49,110,0
Freeborn,Manchester,9,15,0
Freeborn,Manchester Twp,88,143,0
Freeborn,Mansfield Twp,53,79,0
Freeborn,Moscow Twp,111,205,0
Freeborn,Myrtle,11,8,0
Freeborn,Newry Twp,57,156,0
Freeborn,Nunda Twp,79,105,0
Freeborn,Oakland Twp,81,96,0
Freeborn,Pickerel Lake Twp,131,257,0
Freeborn,Riceland Twp,75,155,0
Freeborn,Shell Rock Twp,47,139,0
Freeborn,Twin Lakes,29,25,0
Goodhue,Bellechester,17,32,0
Goodhue,Belle Creek Twp,75,190,0
Goodhue,Belvidere Twp,39,194,0
Goodhue,Cannon Falls P-1,407,611,0
Goodhue,Cannon Falls P-2,410,621,0
Goodhue,Cannon Falls Twp,229,427,0
Goodhue,Cherry Grove Twp,50,169,0
Goodhue,Dennison,22,73,0
Goodhue,Featherstone Twp,172,279,0
Goodhue,Florence Twp,335,572,0
Goodhue,Goodhue,123,364,0
Goodhue,Goodhue Twp,51,212,0
Goodhue,Hay Creek Twp,188,313,0
Goodhue,Holden Twp,60,191,0
Goodhue,Kenyon,306,508,0
Goodhue,Kenyon Twp,57,158,0
Goodhue,Lake City,180,250,0
Goodhue,Leon Twp,206,317,0
Goodhue,Minneola Twp,126,268,0
Goodhue,Pine Island,491,767,0
Goodhue,Pine Island Twp,98,216,0
Goodhue,Red Wing W-1 P-1,443,548,0
Goodhue,Red Wing W-1 P-2,472,573,0
Goodhue,Red Wing W-2 P-1,575,461,0
Goodhue,Red Wing W-2 P-2,440,493,0
Goodhue,Red Wing W-3 P-1,627,491,0
Goodhue,Red Wing W-3 P-2,436,436,0
Goodhue,Red Wing W-4 P-1,484,365,0
Goodhue,Red Wing W-4 P-2,430,394,0
Goodhue,Roscoe Twp,133,291,0
Goodhue,Stanton Twp,228,413,0
Goodhue,Vasa Twp,187,327,0
Goodhue,Wacouta Twp,125,119,0
Goodhue,Wanamingo,135,393,0
Goodhue,Wanamingo Twp,56,216,0
Goodhue,Warsaw Twp,135,205,0
Goodhue,Welch Twp,159,243,0
Goodhue,Zumbrota P-1,311,474,0
Goodhue,Zumbrota P-2,336,624,0
Goodhue,Zumbrota Twp,92,243,0
Grant,Ashby,86,119,0
Grant,Barrett,69,102,0
Grant,Delaware Twp,24,30,0
Grant,Elbow Lake,204,410,0
Grant,Elbow Lake Twp,18,61,0
Grant,Elk Lake Twp,63,114,0
Grant,Erdahl Twp,80,144,0
Grant,Gorton Twp,11,23,0
Grant,Herman,74,134,0
Grant,Hoffman,119,199,0
Grant,Land Twp,45,91,0
Grant,Lawrence Twp,6,45,0
Grant,Lien Twp,30,49,0
Grant,Logan Twp,19,25,0
Grant,Macsville Twp,25,44,0
Grant,Norcross,9,21,0
Grant,North Ottawa Twp,4,20,0
Grant,Pelican Lake Twp,88,168,0
Grant,Pomme de Terre Twp,32,53,0
Grant,Roseville Twp,20,41,0
Grant,Sanford Twp,26,55,0
Grant,Stony Brook Twp,25,62,0
Grant,Wendell,28,53,0
Hennepin,Bloomington W-1 P-7,726,570,0
Hennepin,Bloomington W-1 P-8,793,598,0
Hennepin,Bloomington W-1 P-9,720,412,0
Hennepin,Bloomington W-1 P-10,1053,654,0
Hennepin,Bloomington W-1 P-12,1108,575,0
Hennepin,Bloomington W-1 P-14,911,668,0
Hennepin,Bloomington W-1 P-15,598,476,0
Hennepin,Bloomington W-1 P-30,1023,611,0
Hennepin,Bloomington W-2 P-13,1020,668,0
Hennepin,Bloomington W-2 P-16,1517,858,0
Hennepin,Bloomington W-2 P-21,753,484,0
Hennepin,Bloomington W-2 P-23,1078,624,0
Hennepin,Bloomington W-2 P-24,853,667,0
Hennepin,Bloomington W-2 P-25,638,702,0
Hennepin,Bloomington W-2 P-26,944,635,0
Hennepin,Bloomington W-2 P-27,660,467,0
Hennepin,Bloomington W-3 P-5,1206,750,0
Hennepin,Bloomington W-3 P-11,686,467,0
Hennepin,Bloomington W-3 P-17,689,434,0
Hennepin,Bloomington W-3 P-18,635,455,0
Hennepin,Bloomington W-3 P-19,1093,627,0
Hennepin,Bloomington W-3 P-20,900,557,0
Hennepin,Bloomington W-3 P-22,875,666,0
Hennepin,Bloomington W-3 P-28,848,560,0
Hennepin,Bloomington W-3 P-29,730,406,0
Hennepin,Bloomington W-4 P-1,745,392,0
Hennepin,Bloomington W-4 P-2,1125,486,0
Hennepin,Bloomington W-4 P-3,840,639,0
Hennepin,Bloomington W-4 P-4,834,561,0
Hennepin,Bloomington W-4 P-6,993,662,0
Hennepin,Bloomington W-4 P-31,509,337,0
Hennepin,Bloomington W-4 P-32,735,403,0
Hennepin,Brooklyn Center P-1,1163,467,0
Hennepin,Brooklyn Center P-2,1104,363,0
Hennepin,Brooklyn Center P-3,1275,577,0
Hennepin,Brooklyn Center P-4,1507,597,0
Hennepin,Brooklyn Center P-5,1456,596,0
Hennepin,Brooklyn Center P-6,938,423,0
Hennepin,Brooklyn Center P-7,810,298,0
Hennepin,Brooklyn Park W-C P-1,802,206,0
Hennepin,Brooklyn Park W-C P-2,808,355,0
Hennepin,Brooklyn Park W-C P-3,1073,355,0
Hennepin,Brooklyn Park W-C P-4,939,305,0
Hennepin,Brooklyn Park W-C P-5,1137,654,0
Hennepin,Brooklyn Park W-C P-6,1225,669,0
Hennepin,Brooklyn Park W-C P-7,1071,688,0
Hennepin,Brooklyn Park W-C P-8,1071,886,0
Hennepin,Brooklyn Park W-E P-1-A,874,377,0
Hennepin,Brooklyn Park W-E P-1-O,983,410,0
Hennepin,Brooklyn Park W-E P-2,999,602,0
Hennepin,Brooklyn Park W-E P-3,689,280,0
Hennepin,Brooklyn Park W-E P-4-A,1006,816,0
Hennepin,Brooklyn Park W-E P-4-O,634,476,0
Hennepin,Brooklyn Park W-E P-5,364,255,0
Hennepin,Brooklyn Park W-E P-6-A,956,761,0
Hennepin,Brooklyn Park W-E P-6-O,1197,633,0
Hennepin,Brooklyn Park W-W P-1-O,943,447,0
Hennepin,Brooklyn Park W-W P-1-R,1432,707,0
Hennepin,Brooklyn Park W-W P-2,719,308,0
Hennepin,Brooklyn Park W-W P-3,1438,351,0
Hennepin,Brooklyn Park W-W P-4,1096,558,0
Hennepin,Brooklyn Park W-W P-5,893,303,0
Hennepin,Brooklyn Park W-W P-6,270,161,0
Hennepin,Champlin W-1 P-1,1591,1697,0
Hennepin,Champlin W-2 P-1,1588,1590,0
Hennepin,Champlin W-3 P-1,1277,1419,0
Hennepin,Champlin W-4 P-1,1307,1469,0
Hennepin,Chanhassen P-1,0,0,0
Hennepin,Chanhassen P-2,0,0,0
Hennepin,Corcoran P-1,479,1205,0
Hennepin,Corcoran P-2,454,889,0
Hennepin,Crystal W-1 P-1,1006,560,0
Hennepin,Crystal W-1 P-2,455,221,0
Hennepin,Crystal W-1 P-3,264,179,0
Hennepin,Crystal W-2 P-1,870,512,0
Hennepin,Crystal W-2 P-2,663,393,0
Hennepin,Crystal W-2 P-3,362,143,0
Hennepin,Crystal W-3 P-1,664,300,0
Hennepin,Crystal W-3 P-2,877,563,0
Hennepin,Crystal W-3 P-3,203,121,0
Hennepin,Crystal W-4 P-1,871,550,0
Hennepin,Crystal W-4 P-2,710,454,0
Hennepin,Dayton P-1,208,335,0
Hennepin,Dayton P-2,174,264,0
Hennepin,Dayton P-3,633,1028,0
Hennepin,Deephaven P-1,600,467,0
Hennepin,Deephaven P-2,686,534,0
Hennepin,Eden Prairie P-1,869,621,0
Hennepin,Eden Prairie P-2,947,674,0
Hennepin,Eden Prairie P-3,949,615,0
Hennepin,Eden Prairie P-4,981,620,0
Hennepin,Eden Prairie P-5,1058,772,0
Hennepin,Eden Prairie P-6,890,620,0
Hennepin,Eden Prairie P-7,838,636,0
Hennepin,Eden Prairie P-8,620,533,0
Hennepin,Eden Prairie P-9,1054,910,0
Hennepin,Eden Prairie P-10,953,804,0
Hennepin,Eden Prairie P-11,844,425,0
Hennepin,Eden Prairie P-12,1130,644,0
Hennepin,Eden Prairie P-13,957,622,0
Hennepin,Eden Prairie P-14,1302,953,0
Hennepin,Eden Prairie P-15,1021,660,0
Hennepin,Eden Prairie P-16,1222,950,0
Hennepin,Eden Prairie P-17,745,602,0
Hennepin,Eden Prairie P-18,1062,1044,0
Hennepin,Eden Prairie P-19A,1057,882,0
Hennepin,Eden Prairie P-19B,541,357,0
Hennepin,Edina P-1A,968,625,0
Hennepin,Edina P-1B,939,739,0
Hennepin,Edina P-2,849,363,0
Hennepin,Edina P-3,1211,638,0
Hennepin,Edina P-4,1195,332,0
Hennepin,Edina P-5,1021,676,0
Hennepin,Edina P-6,1028,604,0
Hennepin,Edina P-7,738,426,0
Hennepin,Edina P-8,949,545,0
Hennepin,Edina P-9,969,438,0
Hennepin,Edina P-10C,692,486,0
Hennepin,Edina P-11,1102,606,0
Hennepin,Edina P-12,367,254,0
Hennepin,Edina P-13,713,331,0
Hennepin,Edina P-14,1226,432,0
Hennepin,Edina P-15C,879,641,0
Hennepin,Edina P-16,1062,554,0
Hennepin,Edina P-17,847,361,0
Hennepin,Edina P-18,1493,684,0
Hennepin,Edina P-19C,629,468,0
Hennepin,Excelsior P-1,716,522,0
Hennepin,Fort Snelling P-1,57,25,0
Hennepin,Golden Valley P-1A,1108,295,0
Hennepin,Golden Valley P-2A,1550,469,0
Hennepin,Golden Valley P-3C,1113,296,0
Hennepin,Golden Valley P-4,996,480,0
Hennepin,Golden Valley P-5C,1073,300,0
Hennepin,Golden Valley P-6,1182,520,0
Hennepin,Golden Valley P-7B,1147,507,0
Hennepin,Golden Valley P-8B,1196,446,0
Hennepin,Greenfield P-1,466,1203,0
Hennepin,Greenwood P-1,251,239,0
Hennepin,Hanover P-1,105,232,0
Hennepin,Hopkins P-1,840,328,0
Hennepin,Hopkins P-2,1231,407,0
Hennepin,Hopkins P-3,793,399,0
Hennepin,Hopkins P-4,963,351,0
Hennepin,Hopkins P-5,947,344,0
Hennepin,Hopkins P-6,1129,523,0
Hennepin,Independence P-1,793,1428,0
Hennepin,Long Lake P-1,529,509,0
Hennepin,Loretto P-1,110,249,0
Hennepin,Maple Grove P-1,787,807,0
Hennepin,Maple Grove P-2,731,717,0
Hennepin,Maple Grove P-3,638,633,0
Hennepin,Maple Grove P-4,547,575,0
Hennepin,Maple Grove P-5,804,769,0
Hennepin,Maple Grove P-6,802,665,0
Hennepin,Maple Grove P-7,887,840,0
Hennepin,Maple Grove P-8,731,813,0
